Trig Name,STATION NAME,New Name,EASTING,NORTHING,HEIGHT,ORDER,TYPE OF MARK,SECONDARY COMPUTING BLOCK,Computing Date,Maintained,CLASS OF LEVELLING,Date of Levelling,LEVELLING DATUM,DESTROYED MARK INDICATOR,COMMENTS
Hogshead Law Hill,SE02/T107,SE02T107,389118.63,422197.52,0,4,BURIED BLK,SE02,01/06/1957,,0,,,1,Destroyed 12/88
Hogsthorpe Ch Twr,TF47/T26,TF47T026,553403.04,372219.24,0,3,BOLT,TF47,01/06/1950,01/02/1981,0,,,0,
Hogsthorpe Ch Twr,TF47/T26,TF47T026,553401.62,372222,0,3,FLAGSTAFF,TF47,01/06/1950,01/02/1981,0,,,0,
Hogtrough Hill,TQ47/T493,TQ47T493,545995.3,156625.43,185.97,4,BLOCK,TQ47,01/06/1955,01/03/1959,1,01/06/1989,N,0,
Holbeach Ch Sp,TF22/INT20,TF22I020,535887.53,324788.78,0,3,OLD TRIG,TF22,01/06/1961,01/06/1979,0,,,0,
Holbeach Ch Sp,TF22/INT20,TF22I020,535887.53,324788.78,0,3,SPIRE,TF22,01/06/1961,01/06/1979,0,,,0,
Holbeck Farm,SD47/T107,SD47T107,323216.08,470110.1,0,4,BURIED BLK,SD47,01/06/1953,01/11/1976,0,,,0,
Holbeton Ch Sp,SX76/INT16,SX76I016,261284.58,50180.78,0,3,SPIRE,SX76,01/06/1947,01/06/1965,0,,,0,
Holbornhead,ND25/T28,ND25T028,309822.09,970583.25,0,4,BLOCK,ND25,01/06/1963,,0,,,0,
Holbrook Grange,SP38/T132,SP38T132,447529.71,276506.13,0,4,BURIED BLK,SP38,01/06/1954,,0,,,1,Recomp 1986
Holbrook Grange,SP38/T132,SP38T132,447529.82,276506.07,0,3,BURIED BLK,SP38,01/05/1986,01/04/1962,0,,,0,
Holbrook Wtr Twr,TM23/9,TM23S009,616766.221,235317.991,0,2,BOLT,TM23,01/06/1938,01/09/1980,0,,,0,
Holbrook Wtr Twr,TM23/9,TM23S009,616764.21,235318.17,0,3,CENTRE,TM23,01/06/1938,01/09/1980,0,,,0,
Holburn Ch Sp,NO89/INT6,NO89I006,392686.96,805067.03,0,3,SPIRE,NO89,01/06/1950,01/04/1989,0,,,0,
Holcomb Nap,SO96/T26,SO96T026,399298.66,238767.09,163.375,3,PILLAR,SO96,01/06/1948,01/04/1973,1,01/06/1968,N,0,
Holcombe Down,ST11/T131,ST11T131,293719.49,75007.54,0,4,BURIED BLK,ST11,01/06/1949,,0,,,1,Dest 04/87
Holcot Ch Twr,SP69/T103,SP69T103,479219.35,269831.97,0,3,CENTRE,SP69,01/06/1938,01/10/1985,0,,,0,
Holcot Ch Twr,SP69/T103,SP69T103,479219.33,269833.3,0,3,RIVET,SP69,01/06/1938,01/10/1985,0,,,0,
Holcot Ch Twr,SP69/T103,SP69T103,479219.35,269831.97,0,3,VANE,SP69,01/06/1938,01/10/1985,0,,,0,
Holderness House Flagstaff,TA12/INT29,TA12I029,511635.5,430497.16,0,4,FLAGSTAFF,TA12,01/06/1946,01/02/1963,0,,,0,
Holderness Road Methodist Ch,TA12/T6,TA12T006,513180.18,431464.04,0,3,BOLT,TA12,01/06/1946,01/02/1988,0,,,0,
Holding 5B Milward Gardens,TQ53/T86,TQ53T086,584609.74,112840.83,0,4,BURIED BLK,TQ53,01/06/1951,01/07/1981,0,,,0,
Holditch Colly Baths,SJ95/T8,SJ95T008,383655.15,348252.46,0,3,BOLT,A004,01/06/1987,01/06/1978,0,,,1,Destroyed 05/90
Holditch Colly Baths,SJ95/T8,SJ95T008,383655.15,348252.44,0,3,BOLT,A004,01/06/1979,,0,,,1,Refixed 1987
Holditch Colly Baths,SJ95/T8,SJ95T008,383655.18,348252.53,0,3,BOLT,SJ95,01/06/1969,,0,,,1,Refixed 1979
Holditch Colly Baths,SJ95/T8,SJ95T008,383654.99,348252.4,0,3,BOLT,SJ95,01/06/1947,,0,,,1,Refixed 1969
Holdstone Down,SS72/11,SS72S011,261947.444,147702.267,349.331,2,PILLAR,SS72,01/06/1949,01/05/1976,1,01/06/1971,N,0,
Holdsworth Textiles,SP38/T53,SP38T053,408330.93,278501.47,0,4,BOLT,SP38,01/06/1949,01/07/1986,0,,,0,
Hole,SX76/T210,SX76T210,286635.68,52657.94,0,4,BURIED BLK,SX76,01/06/1950,,0,,,0,
Hole Farm,TQ53/T88,TQ53T088,580953.71,111212.64,0,4,BURIED BLK,TQ53,01/06/1951,,0,,,1,Dest 07/68
Holebottom Ch Sp,SD80/INT65,SD80I065,394684.86,400375.71,0,3,SPIRE,SD80,01/06/1945,01/02/1980,0,,,0,
Holehead,NS77/T21,NS77T021,261774.28,682610.18,551.078,3,PILLAR,NS77,01/06/1947,01/08/1981,2,01/06/1946,N,0,
Holehouse,NS04/DM/T1,NS04T001,221795.22,659708.11,169.468,3,BLOCK,NS04,01/06/1958,01/08/1978,2,01/06/1958,N,0,HT TO BOLT IN BLOCK
Holgate,SK39/T250,SK39T250,438547.76,404138.1,50.299,13,BLOCK,A001,01/06/1988,01/06/1988,3,01/06/1988,N,0,GPS HEIGHT NCE 88
Holiday Home Grounds,SE02/T80,SE02T080,382468.15,413560.24,0,4,BURIED BLK,SE02,01/06/1949,,0,,,0,
Holkham Ch Twr,TF92/T9,TF92T009,587799.32,343619.33,0,3,BOLT,TF92,01/06/1954,01/05/1981,0,,,0,
Holkham Ch Twr,TF92/T9,TF92T009,587800.52,343617.77,0,3,CENTRE,TF92,01/06/1954,01/05/1981,0,,,0,
Holkham Ch Twr,TF92/T9,TF92T009,587800.52,343617.77,0,3,OLD TRIG,TF92,01/06/1954,01/05/1981,0,,,0,
Holkham Mon,TF92/INT7,TF92I007,588449.63,343589.62,0,3,MONUMENT,TF92,01/06/1954,01/05/1981,0,,,0,
Hollabury,SS30/T131,SS30T131,221637.97,107329.99,0,4,BURIED BLK,SS30,01/06/1953,,0,,,0,
Holland Fen,TF05/T125,TF05T125,522736.77,349629.42,0,3,BLOCK,TF05,01/06/1965,01/04/1981,0,,,0,
Holland Fen Wtr Twr,TF05/15,TF05S015,523521.895,349676.352,0,2,BOLT,TF05,01/06/1950,01/05/1981,0,,,0,
Holland Fen Wtr Twr,TF05/15,TF05S015,523521.55,349678.8,0,3,CENTRE,TF05,01/06/1950,01/05/1981,0,,,0,
Holland House,ST57/T121,ST57T121,331699.61,162352.66,0,4,BOLT,ST57,01/06/1949,,0,,,1,Dest 04/74
Holland Lodge,TM23/T131,TM23T131,621352.15,218357.76,0,4,BLOCK,TM23,01/06/1950,,0,,,1,Dest 12/51
Hollands Limited,SD80/T46,SD80T046,389488.03,389376.61,0,3,BOLT,SD80,01/06/1955,,0,,,1,Dest 02/67
Hollands Limited,SD80/T46,SD80T046,389482.48,389380.04,0,3,FLAGSTAFF,SD80,01/06/1955,,0,,,1,Dest 05/80
Hollerday Hill,SS72/T68,SS72T068,271423.53,149797.39,243.818,3,BLOCK,SS72,01/06/1949,01/05/1976,1,01/03/1971,N,0,
Hollesley Ch Twr,TM23/T29,TM23T029,635340.18,244326.45,0,3,BOLT,TM23,01/06/1948,01/11/1980,0,,,0,
Hollicombe Ch Twr,SX76/T21,SX76T021,289610.53,62035.55,0,3,BOLT,SX76,01/06/1947,01/08/1976,0,,,0,
Hollicombe Ch Twr,SX76/T21,SX76T021,289607.9,62036.32,0,3,FLAGSTAFF,SX76,01/06/1947,,0,,,1,Dest 10/70
Hollidays Factory Twr,SE22/T214,SE22T214,416834.7,419150.26,0,4,RIVET,SE22,01/06/1955,01/10/1985,0,,,1,Deatroyed 08/90
Hollin Hill,SE02/10,SE02S010,403682.375,432332.127,451.067,2,PILLAR,SE02,01/06/1948,01/06/1986,1,01/10/1956,N,0,visited 22/09/02
Hollingbury Castle,TQ00/21,TQ00S021,532141.36,107942.66,178.472,2,PILLAR,TQ00,01/06/1947,01/08/1978,1,01/06/1967,N,0,
Hollings Farm,SJ44/T100,SJ44T100,368547.76,331597.88,0,4,BURIED BLK,SJ44,01/06/1955,01/09/1960,0,,,0,
Hollington,SK03/T10,SK03T010,405744.29,339119.86,204.743,3,PILLAR,SK03,01/06/1948,01/05/1982,1,01/09/1961,N,0,
Hollington Ch In The Woods Psh Hall,TQ53/T89,TQ53T089,578916.78,111130.19,0,4,BOLT,TQ53,01/06/1951,,0,,,0,
Hollington Ch Twr,TQ53/T90,TQ53T090,579589.56,111914.28,0,4,BOLT,TQ53,01/06/1951,,0,,,0,
Hollington Ch Twr,TQ53/T90,TQ53T090,579589,111912.5,0,4,FLAGSTAFF,TQ53,01/06/1951,,0,,,0,
Hollingworth,SE02/T70,SE02T070,394433.7,414955.08,0,4,BURIED BLK,SE02,01/06/1949,,0,,,0,
Hollins Farm,SD74/T63,SD74T063,376554.56,427022.27,0,4,BURIED BLK,SD74,01/06/1953,,0,,,1,Dest 11/81
Hollins Hill,SE22/T158,SE22T158,418334.29,440994.4,0,4,BURIED BLK,SE22,01/06/1954,01/05/1961,0,,,0,
Hollinsclough Moor,SK39/T82,SK39T082,405531.24,365837.92,424.184,3,PILLAR,SK39,01/06/1948,01/08/1978,1,01/06/1971,N,0,
Holliwell Point,TL81/T41,TL81T041,603319.68,197432.01,4.715,3,PILLAR,TL81,01/06/1964,,1,01/06/1962,N,1,Dest 02/78
Holliwell Point,TL81/T41,TL81T041,603320.03,197432.16,4.913,3,PILLAR,TL81,01/06/1947,,1,01/11/1947,N,1,Refixed 1964
Hollow Lane,TQ53/T222,TQ53T222,542014.01,140773.28,0,4,BURIED BLK,TQ53,01/06/1975,,0,,,0,
Hollow Pollett,SD80/T203,SD80T203,390721.85,393225,0,4,BURIED BLK,SD80,01/06/1949,,0,,,1,Destroyed 05/89
Hollow Way,SP91/DM/T9,SP91T009,493257.36,202584.34,0,4,BLOCK,SP91,01/06/1959,01/06/1962,0,,,0,
Holloway College Vane (Se Twr),TQ08/INT38,TQ08I038,499795.66,170456.14,0,4,VANE,TQ08,01/06/1959,,0,,,0,
Holly Bank Tip,SJ90/T96,SJ90T096,396726.84,303405.17,0,4,BLOCK,SJ90,01/06/1951,,0,,,1,NCB block.  Dest 04/60
Holly Bank Tip,SJ90/T96,SJ90T096,396741.31,303402.99,0,4,BLOCK,SJ90,01/06/1951,,0,,,1,Dest 04/60
Holly Croft Farm,SP38/T145,SP38T145,441216.76,294758.79,0,4,BURIED BLK,SP38,01/06/1954,01/03/1962,0,,,0,
Holly Hall,SK39/T148,SK39T148,428701.92,398930.57,0,4,BLOCK,SK39,01/06/1953,01/04/1962,0,,,0,
Holly Hill,TQ87/59,TQ87S059,566810.972,162748.858,196.367,2,PILLAR,TQ87,01/06/1946,01/11/1968,1,01/02/1952,N,0,
Holly Lodge,TQ47/T580,TQ47T580,524478.93,154584.27,0,4,BLOCK,TQ47,01/06/1962,,0,,,0,
Hollyberry End,SP38/61,SP38S061,425680.955,283943.933,181.099,2,PILLAR,SP38,01/06/1943,01/07/1978,1,01/07/1958,N,0,
Hollyhead Cross Roads,ST11/T165,ST11T165,322340.94,90226.11,0,4,BLOCK,ST11,01/06/1953,,0,,,0,
Hollyhurst Mon,SJ44/INT3,SJ44I003,357557.04,344736.55,0,3,MONUMENT,SJ44,01/06/1948,01/09/1978,0,,,0,
Hollym,TA43/T17,TA43T017,534093.65,424771.5,13.667,3,BLOCK,TA43,01/06/1939,,1,01/06/1966,N,1,Dest 05/74
Hollywood Twr Estate,ST57/T112,ST57T112,357806.14,181227.28,61.764,4,PILLAR,ST57,01/06/1944,,1,01/09/1956,N,1,Dest 03/67
Holm,NH54/T63,NH54T063,265658.9,841698.01,0,4,BLOCK,NH54,01/06/1958,,0,,N,0,
Holme Ch Sp,TF05/INT56,TF05I056,480269.37,359107.46,0,3,SPIRE,TF05,01/06/1950,01/09/1980,0,,,0,
Holme Farm,SK58/T73,SK58T073,449149.06,387867.88,0,4,BURIED BLK,SK39,01/06/1954,01/07/1962,0,,,0,
Holme Green,SU77/T167,SU77T167,482941.32,167387.82,0,3,BURIED BLK,SU77,01/06/1951,,0,,,1,Dest 05/70
Holme Hall Golf Course,SE91/T32,SE91T032,491804.66,407854.43,0,4,BLOCK,SE91,01/06/1959,,0,,,1,Dest 01/84
Holme Heath,ST70/T30,ST70T030,388215.67,84608.94,27.224,3,PILLAR,ST70,01/06/1950,01/04/1979,1,01/08/1951,N,0,
Holme House Farm,NZ42/T34,NZ42T034,446027.45,520535.5,13.021,3,PILLAR,NZ42,01/06/1948,01/03/1981,1,01/02/1959,N,0,ETRF 89 COORDS AVAILABLE
Holme Knott,SD47/T21,SD47T021,364600.85,489529.8,349.91,3,PILLAR,SD47,01/06/1950,01/06/1976,2,01/06/1950,N,0,
Holme Moss,PP26,PP026,407816.42,404684.179,582.472,1,PILLAR,FIG2,01/06/1936,,2,01/06/1945,N,1,Refixed as secondary
Holme Moss,SD80/38,SD80S038,407816.267,404684.1,581.939,2,PILLAR,SD80,01/06/1945,01/11/1980,1,01/10/1949,N,0,
Holme Pierrepont Ch Sp,SK73/INT6,SK73I006,462604.66,339230.51,0,3,SPIRE,SK73,01/06/1990,01/06/1990,0,,,0,
Holme Pierrepont Ch Sp,SK73/INT6,SK73I006,462604.75,339230.68,0,3,SPIRE,SK73,01/06/1949,01/06/1978,0,,,1,Refixed 1990
Holme Upon Spalding Moor Ch Twr,SE73/3,SE73S003,482087.586,438941.32,64.099,2,BOLT,SE73,01/06/1939,01/02/1988,2,01/06/1987,N,0,Held fixed in N Cen England Adj
Holme Upon Spalding Moor Ch Twr,SE73/3,SE73S003,482086.92,438940.78,0,3,CENTRE,SE73,01/06/1939,01/02/1988,0,,,0,
Holmer Green,SP91/T175,SP91T175,489947.05,197074.4,0,4,BURIED BLK,SP91,01/06/1963,,0,,,0,
Holmes Chapel Ch Twr,SK08/T11,SK08T011,376208.08,367273.14,0,3,BOLT,SK08,01/06/1948,01/10/1978,0,,,0,
Holmes Chapel Ch Twr,SK08/T11,SK08T011,376207.92,367273.8,0,3,FLAGSTAFF,SK08,01/06/1948,01/10/1978,0,,,0,
Holmesfield Ch Twr,SK58/20,SK58S020,432053.099,377688.701,272.2,2,BOLT,SK58,01/06/1938,01/08/1988,2,01/06/1987,N,0,
Holmesfield Ch Twr,SK58/20,SK58S020,432052.07,377689.58,0,3,CENTRE,A001,01/06/1988,01/05/1983,0,,,0,NCE 88 ADJ
Holmesfield Ch Twr,SK58/20,SK58S020,432052.09,377689.58,0,3,CENTRE,SK58,01/06/1951,01/05/1983,0,,,1,Refixed 1988
Holmesfield Ch Twr,SK58/20,SK58S020,432050.79,377688.12,0,3,FLAGSTAFF,A001,01/06/1988,01/06/1988,0,,,0,NCE 88 ADJ
Holmesfield Ch Twr,SK58/20,SK58S020,432053.45,377688.28,0,3,FLAGSTAFF,SK58,01/06/1952,,0,,,1,Dest 2/87
Holmfield,SE44/T70,SE44T070,446218.77,424546.31,38.312,13,PILLAR,A001,01/06/1989,01/08/1986,1,01/03/1963,N,0,GPS HT 36.6 NCE 89
Holmfield,SE44/T70,SE44T070,446218.69,424546.27,38.313,4,PILLAR,SE44,01/06/1947,01/08/1986,1,01/03/1963,N,1,
Holmpton,TA43/T63,TA43T063,537651.16,423370.72,21.902,3,BLOCK,TA43,01/06/1939,01/10/1987,1,01/06/1966,N,0,
Holmshill,SP91/DM/T4,SP91T004,521349.33,199016.13,125.699,3,PILLAR,SP91,01/06/1958,,1,01/07/1956,N,1,TO BE DESTROYED  01-09-92         SEE FILE
Holmside,ST57/9,ST57S009,352733.386,193510.278,0,2,BOLT,ST57,01/06/1944,01/01/1981,0,,,0,
Holmside,ST57/9,ST57S009,352733.23,193509.82,0,3,CENTRE,ST57,01/06/1944,01/01/1981,0,,,0,
Holmside Colly Headgear,NZ29/T89,NZ29T089,421196.3,550477.61,0,3,BOLT,NZ29,01/06/1947,,0,,,1,Dest 1960
Holmsley East Radar Mast,SU31/INT217,SU31I217,421321.96,100077.19,0,4,MAST,SU31,01/06/1954,,0,,,1,Dest 11/77
Holmsley West Radar Mast,SU31/INT218,SU31I218,421304.98,100079.71,0,4,MAST,SU31,01/06/1954,,0,,,1,Dest 11/77
Holsworthy Beacon,SS30/T23,SS30T023,235683.53,108228.86,195.2,3,PILLAR,SS30,01/06/1949,01/05/1974,1,01/06/1969,N,0,
Holsworthy Ch Sp,SS30/INT4,SS30I004,234224.47,103694.49,0,3,SPIRE,SS30,01/06/1949,01/05/1974,0,,,0,
Holsworthy Ch Twr,SS30/T24,SS30T024,234362.35,103911.17,0,3,BOLT,SS30,01/06/1949,01/05/1974,0,,,0,
Holsworthy Ch Twr,SS30/T24,SS30T024,234360.83,103910.87,0,3,CENTRE,SS30,01/06/1951,01/05/1974,0,,,0,
Holt Ch Sp,SD30/INT91,SD30I091,348278.07,391800.87,0,4,SPIRE,SD30,01/06/1952,,0,,,1,Dest 12/75
Holt Lane,SE44/T36,SE44T036,426136.62,440475.48,168.277,3,PILLAR,SE44,01/06/1947,,1,01/10/1957,N,1,Dest 03/76
Holt Wtr Twr,TG12/T27,TG12T027,607807.14,338781.36,0,3,BOLT,TG12,01/06/1950,,0,,,1,Dest 11/61
Holt Wtr Twr,TG12/T27,TG12T027,607805.6,338781.93,0,3,CENTRE,TG12,01/06/1950,,0,,,1,Dest 11/61
Holt Wtr Twr,TG12/T27,TG12T027,607805.69,338781.87,0,3,VANE,TG12,01/06/1950,,0,,,1,Dest 11/61
Holtham,SU54/T12,SU54T012,472691.97,130839.56,220.714,3,PILLAR,SU54,01/06/1953,01/04/1978,1,01/06/1958,N,0,
Holton,TM47/T35,TM47T035,640158.03,278861.96,37.889,3,PILLAR,TM47,01/06/1960,01/07/1976,1,01/06/1968,N,0,
Holton Ch Twr,SK98/T16,SK98T016,511617.91,381281.91,0,3,BOLT,SK98,01/06/1950,01/05/1974,0,,,0,
Holton Ch Twr,SK98/T16,SK98T016,511619.66,381280.83,0,3,CENTRE,SK98,01/06/1950,01/05/1974,0,,,0,
Holton St Mary Ch Twr,TM23/T142,TM23T142,605913.05,236785.75,0,4,FLAGSTAFF,TM23,01/06/1952,,0,,,1,Desdtroyed  10/80
Holton St Mary Ch Twr,TM23/T142,TM23T142,605914.56,236785.12,0,4,RIVET,TM23,01/06/1952,01/10/1980,0,,,0,
Holton Wtr Tank,SU59/T21,SU59T021,459551.17,206414.25,0,3,BOLT,SU59,01/06/1951,,0,,,1,Dest 3/67
Holton Wtr Tank,TM47/T16,TM47T016,640628.59,278419.93,0,3,BOLT,TM47,01/06/1953,01/07/1976,0,,,0,
Holton Wtr Tank,TM47/T16,TM47T016,640631.28,278420.1,0,3,CENTRE,TM47,01/06/1953,01/07/1976,0,,,0,
Holtspur County Primary School,TQ08/T265,TQ08T265,492319.7,190248.58,0,4,RIVET,TQ08,01/06/1962,,0,,,0,
Holtwhites Wtr Twr Vane,TL51/INT3,TL51I003,531608.51,197591.19,0,3,VANE,TL51,01/06/1948,,0,,,1,Dest 05/70
Holwell Hyde,TL32/T59,TL32T059,526761.47,210970.52,0,4,BURIED BLK,TL32,01/06/1957,,0,,,1,Dest 06/71
Holwood House,TQ47/T338,TQ47T338,542218.53,163527.96,0,4,BOLT,TQ47,01/06/1950,,0,,,0,
Holwoods Roadside,TL49/T17,TL49T017,537711.74,281132.04,0,3,BLOCK,TL49,01/06/1961,,0,,,1,Dest 09/78
Holy Angels Ch Twr,SD80/T52,SD80T052,379766.03,400106.01,0,3,BOLT,SD80,01/06/1945,01/09/1979,0,,,1,BUILDING DEST 04/97
Holy Cross Convent School,TR26/T13,TR26T013,639161.3,167126.76,0,3,BOLT,TR26,01/06/1948,01/10/1974,0,,,0,
Holy Cross Hospl,TQ13/T49,TQ13T049,488421.77,133134.63,0,4,RIVET,TQ13,01/06/1962,,0,,,1,Dest 06/78
Holy Family Ch Twr Southport,SD30/T428,SD30T428,335428.31,417015.73,0,4,BOLT,SD30,01/06/1959,01/12/1960,0,,,0,
Holy Island,NS04/10,NS04S010,206312.91,629744.272,314.248,2,PILLAR,NS04,01/06/1956,01/05/1978,2,01/06/1956,N,0,
Holy Island Castle,NZ29/12,NZ29S012,413618.373,641747.829,0,2,BOLT,NZ29,01/06/1947,01/09/1978,0,,,0,Roof Re-leaded Bolt gone SEE FILE
Holy Island Castle,NZ29/12,NZ29S012,413616.86,641747.89,0,3,FLAGSTAFF,NZ29,01/06/1947,01/09/1978,0,,,0,
Holy Name Ch Twr,SD80/20,SD80S020,384739.012,396425.486,0,2,BOLT,SD80,01/06/1945,01/01/1980,0,,,0,
Holy Name Ch Twr,SD80/20,SD80S020,384735.25,396425.51,0,3,FLAGSTAFF,SD80,01/06/1945,01/01/1980,0,,,0,North FS
Holy Name Ch Twr,SD80/20,SD80S020,384738.23,396421.19,0,3,FLAGSTAFF,SD80,01/06/1945,01/01/1980,0,,,0,South FS
Holy Rood,TQ00/T167,TQ00T167,512531.32,108650.32,0,4,RIVET,TQ00,01/06/1951,,0,,,0,
Holy Rood Ch,SP91/T24,SP91T024,510861.34,196331.39,0,3,BOLT,SP91,01/06/1948,01/03/1982,0,,,0,
Holy Trinity Ch Belfry,SK22/INT22,SK22I022,429862.4,319047.75,0,4,BELFRY,SK22,01/06/1949,,0,,,1,Dest 5/55
Holy Trinity Ch Belfry Vane,ST70/INT24,ST70I024,367858.37,78640.48,0,4,VANE,ST70,01/06/1953,,0,,,1,Dest 09/54
Holy Trinity Ch Fs,TA12/INT32,TA12I032,509963.26,428554.59,0,3,FLAGSTAFF,TA12,01/06/1989,01/06/1989,0,,,0,
Holy Trinity Ch Fs,TQ53/INT45,TQ53I045,558360.22,139490.94,0,3,FLAGSTAFF,TQ53,01/06/1949,,0,,,1,Dest 03/82
Holy Trinity Ch Sp,SJ90/INT39,SJ90I039,393110.48,299819.43,0,3,SPIRE,SK10,01/06/1944,01/06/1982,0,,,0,
Holy Trinity Ch Sp,SU31/INT121,SU31I121,448366.5,129720.56,0,4,SPIRE,SU31,01/06/1949,01/10/1986,0,,,0,
Holy Trinity Ch Sp,TG12/INT12,TG12I012,622145.99,308065.84,0,3,SPIRE,TG12,01/06/1950,01/08/1981,0,,,0,
Holy Trinity Ch Sp Stockton,NZ42/INT11,NZ42I011,444372.48,518550.43,0,3,SPIRE,NZ42,01/06/1948,,0,,,1,Dest 03/59
Holy Trinity Ch Twr,NT48/T62,NT48T062,324227.68,674067.69,0,3,BOLT,NT48,01/06/1943,01/07/1981,0,,,0,
Holy Trinity Ch Twr,NT48/T62,NT48T062,324228.28,674069.41,0,3,CENTRE,NT48,01/06/1943,01/07/1981,0,,,0,
Holy Trinity Ch Twr,SD30/T120,SD30T120,330711.57,433850.59,0,3,BOLT,SD30,01/06/1950,01/03/1971,0,,,0,
Holy Trinity Ch Twr,SD30/T120,SD30T120,330710.2,433850.7,0,3,CENTRE,SD30,01/06/1950,01/03/1971,0,,,0,
Holy Trinity Ch Twr,SD30/T120,SD30T120,330710.2,433850.7,0,3,FLAGSTAFF,SD30,01/06/1950,01/03/1971,0,,,0,
Holy Trinity Ch Twr,SO92/T25,SO92T025,395174.09,222759.55,0,3,BOLT,SO92,01/06/1949,01/03/1972,0,,,0,
Holy Trinity Ch Twr,SO92/T25,SO92T025,395173.94,222760.59,0,3,FLAGSTAFF,SO92,01/06/1949,,0,,,1,Dest 06/66
Holy Trinity Ch Twr,SU31/T14,SU31T014,449280.1,96503.72,0,4,BOLT,SU31,01/06/1949,,0,,,0,
Holy Trinity Ch Twr,SU31/T14,SU31T014,449278.75,96505.94,0,4,FLAGSTAFF,SU31,01/06/1965,,0,,,0,
Holy Trinity Ch Twr Blackburn,SD74/T26,SD74T026,368789.89,428398.77,0,3,BOLT,SD74,01/06/1948,01/10/1980,0,,,0,
Holy Trinity Ch Twr Blackburn,SD74/T26,SD74T026,368790.21,428399.73,0,3,FLAGSTAFF,SD74,01/06/1948,,0,,,1,Dest 02/66
Holy Trinity Ch Twr Blackburn,SD74/T26,SD74T026,368790.47,428398.92,0,3,OLD TRIG,SD74,01/06/1951,01/10/1980,0,,,0,
Holy Trinity Ch Twr Exmouth,ST11/T43,ST11T043,300191.25,80649.46,0,3,BOLT,ST11,01/06/1947,,0,,,1,Recomputed 1987
Holy Trinity Ch Twr Exmouth,ST11/T43,ST11T043,300191.31,80649.55,0,3,BOLT,ST11,01/07/1987,01/01/1979,0,,,0,
Holy Trinity Ch Twr Exmouth,ST11/T43,ST11T043,300190.58,80647.95,0,3,FLAGSTAFF,ST11,01/06/1947,,0,,,1,Recomputed 1987
Holy Trinity Ch Twr Exmouth,ST11/T43,ST11T043,300190.64,80648.03,0,3,FLAGSTAFF,ST11,01/07/1987,01/07/1967,0,,,0,
Holy Trinity Ch Twr Penn,TQ08/T55,TQ08T055,491615.82,193279.57,0,3,BOLT,TQ08,01/06/1948,01/04/1970,0,,,0,
Holy Trinity Ch Twr Penn,TQ08/T55,TQ08T055,491616.84,193279.68,0,3,CENTRE,TQ08,01/06/1948,01/04/1970,0,,,0,
Holy Trinity Ch Twr Penn,TQ08/T55,TQ08T055,491616.84,193279.68,0,3,FLAGSTAFF,TQ08,01/06/1948,01/04/1970,0,,,0,
Holy Trinity Ch Twr Southport,SD30/T427,SD30T427,334215.39,417555.63,0,4,FLAGSTAFF,SD30,01/06/1959,01/12/1960,0,,,0,FS position checked 1980
Holy Trinity Ch Twr Southport,SD30/T427,SD30T427,334216.83,417555.46,0,4,RIVET,SD30,01/06/1959,01/12/1960,0,,,0,Mark restored 1980
Holybourne,SU54/3,SU54S003,472503.316,143663.245,225.235,2,PILLAR,SU77,01/06/1951,01/04/1978,1,01/06/1973,N,0,
Holybourne Auxiliary,SU54/26,SU54S026,472422.244,143829.093,0,2,BURIED BLK,SU77,01/06/1951,01/04/1978,0,,,0,
Holybourne Nw Radio Mast,SU54/INT26,SU54I026,472430.15,143822.56,0,3,MAST,SU77,01/06/1951,01/04/1978,0,,,1,Destroyed 02/92
Holybourne Se Radio Mast,SU54/INT27,SU54I027,472472.8,143779.12,0,3,MAST,SU77,01/06/1951,01/04/1978,0,,,1,Destroyed 02/92
Holycross Ch Twr Cross,SE44/INT13,SE44I013,429981.77,427567.02,0,4,CROSS,SE44,01/06/1947,01/01/1962,0,,,0,
Holyhead,PP117,PP117,221853.814,382945.188,220.37,1,PILLAR,FIG7,01/06/1952,01/06/1979,2,01/06/1953,N,0,
Holyhead Ch Sp,SH57/INT5,SH57I005,224399.62,382660,0,3,SPIRE,SH57,01/06/1953,01/06/1979,0,,,1,Destroyed 03/89
Holyhead Lighthouse,SH57/INT6,SH57I006,225565.52,382898.64,0,3,LIGHTHOUSE,SH57,01/06/1955,01/06/1979,0,,,0,
Holyoake Hall,SP42/T53,SP42T053,454618.95,207137.83,0,3,BOLT,SP42,01/06/1952,01/03/1972,0,,,0,
Holyport Green,TQ08/T134,TQ08T134,489273.05,177733.77,0,4,BURIED BLK,TQ08,01/06/1952,01/03/1978,0,,,0,
Holyrood Palace Fs,NT48/INT101,NT48I101,326921.02,673899.22,0,4,FLAGSTAFF,EDIN,01/06/1943,,0,,,0,
Holytown Manse,NS77/T369,NS77T369,277469.91,660844.59,0,4,BLOCK,NS77,01/06/1953,,0,,,1,Dest 10/81
Holywell Ch Twr,TL36/T70,TL36T070,533650.44,270814.3,0,3,BOLT,TL36,01/06/1950,01/09/1979,0,,,0,
Holywell Ch Twr,TL36/T70,TL36T070,533653.07,270815.36,0,3,VANE,TL36,01/06/1950,01/09/1979,0,,,0,
Holywell Green Ch Sp,SE22/INT81,SE22I081,408863.9,419953.25,0,4,SPIRE,SE22,01/06/1955,,0,,,1,Dest 08/78
